NAME,A,Period,Eccentricity,OM,PLANETDISCMETH,Mass,Gravity,R,Rstar
KOI 6145.02,0.2065,32.657212,0,,,0.047261298,,0.337229592,1.485
KOI 6145.03,0.0762,7.3143123,0,,,0.018097474,,0.206084751,1.485
KOI 6242.01,,212.4350367,,,,,,,
KOI 353.03,0.1071,11.1622285,0,,,0.009594494,,0.123115565,1.377
KOI 6242.02,,76.83994597,,,,,,,
KOI 6242.03,0.3908,78.86684,0,,,0.007849274,,0.115978431,1.381
KOI 896.03,0.1803,28.867136,0,,,0.012093321,,0.132036983,0.837
KOI 6150.01,,48.9528113,,,,,,,
KOI 6151.01,1.0429,431.78556,0,,,0.009137375,,0.121331282,0.747
KOI 6245.02,0.4628,112.317402,0,,,0.013318756,,0.157909095,1.26
KOI 6246.01,0.0867,9.13314525,0,,,0.011564805,,0.1302527,0.964
KOI 337.02,0.5675,154.607419,0,,,0.011878609,,0.139174117,0.931
KOI 1519.02,0.2803,57.132667,0,,,0.012612683,,0.148987677,0.802
KOI 6161.01,0.0942,10.40321412,0,,,1,,5.244009372,1.331
KOI 6250.01,0.0309,1.853209008,0,,,1,,11.62906808,1.716
KOI 6251.01,0.1473,14.66768363,0,,,1,,10.04284,3.226
KOI 2163.03,0.1839,28.2247708,0,,,0.011684873,,0.136497692,1.03
KOI 2183.03,0.5479,150.379456,0,,,0.013839186,,0.164154087,0.874
KOI 2184.02,0.3659,95.906617,0,,,0.014225792,,0.168614796,0.653
KOI 2194.03,1.1413,445.22912,0,,,0.010799122,,0.127576274,0.922
KOI 2209.02,0.1982,35.502955,0,,,0.001763588,,0.075832051,0.8
KOI 945.03,0.3315,66.788837,0,,,0.018097474,,0.206084751,1.031
KOI 6164.01,0.1771,29.5129453,0,,,0.007646558,,0.115086289,0.867
KOI 6166.01,0.1016,12.2057513,0,,,0.118883978,,0.520118657,1.514
KOI 6166.02,0.0678,6.6513802,0,,,0.082064583,,0.434473046,1.514
KOI 2210.02,0.605,210.630591,0,,,0.03221044,,0.286377511,0.682
KOI 2327.02,0.2441,46.331703,0,,,0.009828326,,0.124007707,0.815
KOI 2393.02,0.0147,0.766689534,0,,,0.004554309,,0.099027737,0.701
KOI 2450.02,0.0705,7.19317988,0,,,0.003496951,,0.091890603,0.899
KOI 266.02,0.2789,47.7436033,0,,,0.013688102,,0.162369804,1.768
KOI 992.02,0.0542,4.57833333,0,,,0.004554309,,0.099027737,0.917
KOI 6172.01,0.186,31.8134892,0,,,0.005634853,,0.10527273,0.776
KOI 2610.02,0.5311,115.229503,0,,,0.031995272,,0.285485369,2.517
KOI 2714.03,0.645,184.256405,0,,,0.018648154,,0.21054546,1.373
KOI 2719.02,0.4071,106.260935,0,,,0.0129606,,0.153448386,0.823
KOI 2869.02,0.8478,274.743032,0,,,0.016570274,,0.192702624,1.207
KOI 2926.03,0.1214,20.9568158,0,,,0.01945693,,0.216790452,0.523
KOI 6079.01,0.1231,15.24933805,0,,,1,,8.889300677,1.189
KOI 6175.01,0.1004,9.86867621,0,,,1,,682.3118162,1.717
KOI 6176.01,0.5927,143.09688,0,,,0.012093321,,0.132036983,1.31
KOI 6178.01,0.1109,13.0327791,0,,,0.012681493,,0.149879819,0.996
KOI 2926.04,0.1793,37.6327084,0,,,0.015916405,,0.186457632,0.523
KOI 2971.02,0.2001,31.9536205,0,,,0.003146633,,0.089214178,1.028
KOI 3028.02,1.1212,458.16754,0,,,0.016099658,,0.188241915,0.816
KOI 3088.02,0.3322,67.8766605,0,,,0.014464161,,0.171291221,0.975
KOI 3214.02,0.1922,25.0898366,0,,,0.015296376,,0.180212639,3.132
KOI 3371.02,0.0928,12.25383217,0,,,0.001621046,,0.074047768,0.685
KOI 3401.02,0.9045,326.6708,0,,,0.016960108,,0.196271191,1.072
KOI 593.04,0.7718,240.187178,0,,,0.02894769,,0.272103242,0.977
KOI 993.03,0.3799,86.723152,0,,,0.011305975,,0.129360558,0.876
KOI 3207.01,0.0223,0.954391636,0,,,0.022032747,,0.234633288,2.128
KOI 3420.01,0.0646,5.7745081,0,,,0.011564805,,0.1302527,1.001
KOI 351.07,0.484,124.916337,0,,,0.019817626,,0.219466877,1.054
KOI 1920.02,0.0868,10.1384179,0,,,0.001361645,,0.0704792,0.788
KOI 3156.01,0.0157,0.761122372,0,,,0.078631031,,0.425551628,1.501
KOI 3156.04,0.391,94.2245418,0,,,1,,2.999380658,1.501
KOI 6618.01,0.0836,8.6040858,0,,,0.002522204,,0.083861327,0.986
KOI 6753.01,0.4318,72.28198,0,,,1,,1.169597871,3.627
KOI 6759.01,,371.7096571,,,,,,,
KOI 6889.01,0.3438,75.906736,0,,,0.000617237,,0.056204932,1.206
KOI 6892.01,0.1339,17.5805297,0,,,0.006500393,,0.109733439,0.96
KOI 7020.01,0.0194,0.95707921,0,,,1,,6.554565644,1.468
KOI 7023.01,0.0349,2.71772573,0,,,0.00043678,,0.050852081,0.693
KOI 7157.01,0.1582,23.982754,0,,,0.005471258,,0.104380588,1.292
KOI 7283.01,0.5468,134.413808,0,,,0.012750682,,0.15077196,1.187
KOI 7418.01,0.0287,1.03296165,0,,,1,,2.01177971,18.959
KOI 4526.02,0.1044,11.8186611,0,,,0.011878609,,0.139174117,1.015
KOI 4535.02,0.0565,5.78901936,0,,,0.001301891,,0.069587059,0.748
KOI 4716.02,,12.26708306,,,,,,,
KOI 4838.02,0.0578,6.33355378,0,,,0.000982926,,0.064234208,0.614
KOI 4871.02,0.0624,5.522479,0,,,0.0011882,,0.067802775,1.247
KOI 6368.01,0.0903,9.4588176,0,,,0.0133917,,0.158801237,1.033
KOI 6372.01,0.3221,71.008017,0,,,0.004554309,,0.099027737,0.849
KOI 6375.01,0.0394,2.90809712,0,,,0.002246906,,0.081184902,0.866
KOI 6630.01,0.2229,34.6505715,0,,,1,,589.8145566,1.313
KOI 6631.01,0.0355,2.56272536,0,,,0.001621046,,0.074047768,1.374
KOI 6762.01,0.115,15.08186,0,,,0.002927085,,0.087429894,1.012
KOI 6763.01,0.0343,2.446954699,0,,,0.000318741,,0.046391372,0.893
KOI 6765.01,0.1078,13.0560804,0,,,0.007646558,,0.115086289,0.994
KOI 7025.01,0.0548,5.1344052,0,,,1,,2.213403751,1.001
KOI 7032.01,0.0457,3.64048702,0,,,0.000725488,,0.058881357,0.991
KOI 7162.01,0.0629,5.1581326,0,,,0.01240845,,0.146311252,2.916
KOI 7291.01,0.1784,25.9147327,0,,,0.014707584,,0.173967647,1.806
KOI 7296.01,1.7001,659.34575,0,,,0.047897893,,0.339013876,1.92
KOI 7426.01,0.0656,6.96205913,0,,,0.003872052,,0.094567028,0.814
KOI 7427.01,0.0775,7.8935753,0,,,0.00169121,,0.074939909,1.109
KOI 7430.01,0.03,1.320497676,0,,,0.607986864,,0.827015428,6.263
KOI 7432.01,0.1033,13.1541013,0,,,0.003619194,,0.092782745,1.008
KOI 460.02,0.2096,36.0484798,0,,,0.00668317,,0.11062558,1.1
KOI 5875.02,0.0534,4.2743294,0,,,0.013688102,,0.162369804,1.145
KOI 6165.02,0.2599,35.4260967,0,,,1,,10.43270595,35.695
KOI 6253.01,0.1748,27.556452,0,,,0.010065691,,0.124899849,0.836
KOI 6384.01,1.2853,566.28176,0,,,0.024407471,,0.248907556,0.802
KOI 6385.01,0.0949,9.761168885,0,,,1,,8.568129637,2.048
KOI 6635.01,0.0097,0.52740121,0,,,0.012363026,,0.132929125,0.41
KOI 6641.01,0.0248,1.400904463,0,,,0.005634853,,0.10527273,0.979
KOI 6774.01,0.13,17.38162183,0,,,1,,2.379342122,1.02
KOI 6776.01,0.1968,28.6550687,0,,,0.012476169,,0.147203393,1.155
KOI 6777.01,0.1006,13.4450206,0,,,0.004272681,,0.097243454,0.759
KOI 6904.01,0.1594,26.1556767,0,,,0.007447214,,0.114194148,0.76
KOI 6906.01,0.0308,1.74336627,0,,,1,,12.53369984,1.478
KOI 6907.01,0.0482,4.60687433,0,,,0.005471258,,0.104380588,0.711
KOI 7038.01,0.1267,12.4944568,0,,,1,,32.88880665,2.73
KOI 7040.01,1.1522,502.20642,0,,,0.016763673,,0.194486908,0.733
KOI 7041.01,0.072,8.3613962,0,,,0.001487182,,0.072263484,0.777
KOI 7042.01,0.1086,13.25413533,0,,,1,,8.742097284,1.436
KOI 7169.01,0.0995,10.5113678,0,,,0.001134179,,0.066910633,1.326
KOI 7174.01,0.0218,1.58486876,0,,,9.21E-05,,0.032117104,0.566
KOI 7175.01,0.0837,9.2742685,0,,,0.001553051,,0.073155626,0.938
KOI 7300.01,0.0115,0.517573684,0,,,1,,3.372295921,0.711
KOI 7301.01,0.1365,20.9525678,0,,,0.004412023,,0.098135596,0.723
KOI 7305.01,0.0525,3.72920972,0,,,0.001423394,,0.071371342,2.05
KOI 7434.01,0.061,5.70461618,0,,,0.003744218,,0.093674887,0.832
KOI 7435.01,0.0242,1.367516033,0,,,0.003496951,,0.091890603,1.215
KOI 7438.01,0.0237,1.51264215,0,,,1,,3.992334457,0.811
KOI 6256.01,0.101,14.137062,0,,,0.009364182,,0.122223424,0.709
KOI 6258.01,0.0145,0.764598174,0,,,6.23E-05,,0.028548537,0.814
KOI 6259.01,0.0548,4.78111626,0,,,0.006500393,,0.109733439,1.115
KOI 6259.02,0.072,7.1884725,0,,,0.00668317,,0.11062558,1.115
KOI 6261.01,0.0411,2.4357503,0,,,1,,1.566600962,1.781
KOI 6390.01,0.0579,5.197419839,0,,,1,,7.433325295,1.528
KOI 6391.01,0.0179,2.183510062,0,,,0.329566834,,0.704792005,0.185
KOI 6511.01,0.1802,27.122801,0,,,0.011564805,,0.1302527,0.945
KOI 6513.01,0.0507,5.62241111,0,,,0.005471258,,0.104380588,0.541
KOI 6516.01,0.0849,11.2901559,0,,,0.001994459,,0.078508476,0.657
KOI 6516.02,,28.24753303,,,,,,,
KOI 6646.01,0.0663,7.13561127,0,,,0.005801589,,0.106164872,0.793
KOI 6648.01,0.0232,1.044408447,0,,,0.005471258,,0.104380588,1.698
KOI 6781.01,0.1048,14.5909249,0,,,0.002427819,,0.082969185,0.766
KOI 6783.01,0.1023,11.8497072,0,,,0.011050751,,0.128468416,0.929
KOI 6786.01,1.1531,455.6333,0,,,0.02727421,,0.264073966,0.892
KOI 6913.02,0.0421,1.75173647,0,,,0.049855804,,0.344366726,4.378
KOI 7044.01,0.0286,1.262273109,0,,,1,,45.37700726,12.903
KOI 7050.01,0.0131,0.652956856,0,,,0.000804986,,0.060665641,0.74
KOI 7179.01,1.0765,407.14656,0,,,0.005634853,,0.10527273,1.198
KOI 7180.01,1.2051,487.83894,0,,,0.052580943,,0.351503861,1.877
KOI 547.02,0.0722,7.34672485,0,,,0.002821664,,0.086537752,0.821
KOI 7445.01,0.0678,6.9335391,0,,,0.009364182,,0.122223424,0.79
KOI 6262.01,0.0148,0.673141323,0,,,0.007646558,,0.115086289,0.858
KOI 6263.01,0.1006,8.60964779,0,,,0.042163743,,0.322063182,4.233
KOI 6266.01,0.0205,1.109841884,0,,,1,,5.500946204,1.087
KOI 6267.01,0.1013,13.8912619,0,,,0.005801589,,0.106164872,0.79
KOI 6395.01,0.1079,11.25780853,0,,,1,,1784.702863,1.875
KOI 6398.01,0.107,9.402228,0,,,1,,2.134895275,13.874
KOI 6399.01,0.0696,6.7689239,0,,,0.005153397,,0.102596304,1.125
KOI 6401.01,0.0331,1.96102766,0,,,0.537311041,,0.8029276,1.404
KOI 6518.01,0.1395,18.61195775,0,,,1,,5.822117244,1.17
KOI 6526.01,1.4638,486.77832,0,,,0.376146474,,0.829691854,4.95
KOI 6653.01,0.1779,28.2682167,0,,,0.006320868,,0.108841297,0.838
KOI 6656.01,0.0153,0.576272479,0,,,0.013031382,,0.154340528,1.709
KOI 6791.01,0.203,36.47311641,0,,,1,,3.331257399,0.769
KOI 6793.01,0.0443,3.62658665,0,,,0.00169121,,0.074939909,0.799
KOI 6795.01,0.0751,7.841067222,0,,,1,,5.164608753,0.849
KOI 6918.01,0.0172,0.902403563,0,,,0.147647788,,0.550451477,0.755
KOI 6919.01,0.0729,8.79986138,0,,,0.005971488,,0.107057013,0.675
KOI 6921.01,0.0727,6.8777602,0,,,0.006500393,,0.109733439,1.106
KOI 6925.01,0.0882,12.9489256,0,,,0.002522204,,0.083861327,0.525
KOI 7051.01,0.0143,0.772807044,0,,,0.005801589,,0.106164872,0.668
KOI 7054.01,0.0128,0.530967178,0,,,1,,8.056932398,0.991
KOI 7057.01,0.016,0.61932352,0,,,0.123122883,,0.529040074,1.844
KOI 7319.01,0.1058,17.1677675,0,,,0.002821664,,0.086537752,0.526
KOI 7320.01,0.0722,8.502285,0,,,0.000890697,,0.062449924,0.715
KOI 7449.01,0.0193,1.322475635,0,,,1,,1.251674915,0.548
KOI 7455.01,0.0536,3.773744,0,,,0.019576203,,0.217682594,2.069
KOI 6274.01,0.1395,18.1775122,0,,,0.011878609,,0.139174117,1.023
KOI 6276.01,0.0313,3.09872371,0,,,0.000804986,,0.060665641,0.41
KOI 6409.01,0.159,19.9310602,0,,,0.019338605,,0.21589831,2.491
KOI 6410.01,0.0362,2.5346749,0,,,1,,2.744228109,1.174
KOI 6532.01,0.0168,0.813998777,0,,,0.01182725,,0.131144841,0.989
KOI 6533.01,0.0761,6.12650913,0,,,0.011813753,,0.138281976,1.634
KOI 6534.01,0.0201,0.720605568,0,,,1,,0.964405262,2.211
KOI 6664.01,0.1093,14.7638878,0,,,0.002719077,,0.085645611,0.742
KOI 6666.01,0.0208,1.118507672,0,,,0.0011882,,0.067802775,0.863
KOI 6668.01,0.1575,27.46718976,0,,,1,,4.170762813,0.742
KOI 6798.01,0.0348,2.64182865,0,,,0.035627365,,0.299759637,2.935
KOI 6800.01,0.0585,5.077745376,0,,,1,,6.446616489,1.362
KOI 6931.01,0.0368,2.54029506,0,,,0.005801589,,0.106164872,0.911
KOI 6933.01,0.0748,7.226945453,0,,,1,,10.4550095,1.36
KOI 7061.01,0.0266,1.371587993,0,,,0.083459155,,0.438041613,1.604
KOI 7065.01,0.0165,0.739769976,0,,,1,,7.881180468,1.847
KOI 7195.01,0.0657,5.89773974,0,,,0.003146633,,0.089214178,1.126
KOI 7197.01,0.0268,1.74147417,0,,,0.01182725,,0.131144841,0.763
KOI 7199.01,0.1463,20.2944118,0,,,1,,69.11689998,0.918
KOI 7327.01,0.1208,17.9908748,0,,,0.014707584,,0.173967647,0.752
KOI 7330.01,0.6915,198.11309,0,,,0.004272681,,0.097243454,1.486
KOI 7460.01,0.0599,5.70509845,0,,,0.011684873,,0.136497692,0.927
KOI 6414.01,0.0628,5.627911279,0,,,1,,7.294151178,1.115
KOI 6415.01,0.0136,0.629277143,0,,,0.036354675,,0.302436063,0.976
KOI 6538.01,0.5085,129.839927,0,,,0.011684873,,0.136497692,1.032
KOI 6542.01,,0.8867443,,,,,,,
KOI 6672.01,0.0321,2.28494299,0,,,0.003619194,,0.092782745,0.793
KOI 6676.01,1.1379,439.21978,0,,,0.013613292,,0.161477662,0.962
KOI 6934.01,0.1645,22.2546864,0,,,0.017159639,,0.198055475,2.388
KOI 6936.01,0.0191,1.258274103,0,,,1,,2.360607145,0.587
KOI 6939.01,0.0322,2.1041431,0,,,1,,6.131690441,1
KOI 7069.01,0.0203,1.01486138,0,,,0.011684873,,0.136497692,1.024
KOI 7073.01,0.859,279.012698,0,,,1,,644.0344732,1.143
KOI 7074.01,0.1778,26.8552365,0,,,0.012363026,,0.132929125,0.955
KOI 7076.01,0.1334,16.234743,0,,,0.010065691,,0.124899849,1.178
KOI 7205.01,0.0347,2.3532493,0,,,0.815311254,,0.881436077,1
KOI 7208.01,0.0429,3.57944367,0,,,0.001915167,,0.077616335,0.801
KOI 7209.01,0.0818,8.2553601,0,,,0.001763588,,0.075832051,1.113
KOI 7467.01,0.0756,7.20558084,0,,,0.008477835,,0.118654856,1.693
KOI 7468.01,0.1046,13.8609822,0,,,0.004699564,,0.099919879,0.796
KOI 7470.01,1.0021,392.50115,0,,,0.0143047,,0.169506938,0.988
KOI 7471.01,0.0639,5.29655879,0,,,0.008694217,,0.119546998,1.155
KOI 6291.01,0.0812,8.8324193,0,,,0.002927085,,0.087429894,1.133
KOI 6293.01,0.0649,5.88838498,0,,,0.006144574,,0.107949155,1.084
KOI 6295.01,0.6133,204.268012,0,,,1,,1.036668746,0.727
KOI 6420.01,0.0116,0.572079565,0,,,1,,5.48399551,0.639
KOI 6425.01,1.2173,521.10826,0,,,0.011493518,,0.133821267,0.947
KOI 6546.01,0.0448,3.39401935,0,,,0.003377463,,0.090998461,1.029
KOI 6680.01,0.0628,5.52500644,0,,,0.002246906,,0.081184902,1.182
KOI 6819.01,0.0455,3.226232203,0,,,0.003260699,,0.09010632,1.437
KOI 6944.01,0.1086,13.17480785,0,,,1,,4.574903038,0.997
KOI 6949.01,0.0366,2.352435,0,,,0.001423394,,0.071371342,1.196
KOI 7084.01,,3.69718373,,,,,,,
KOI 7215.01,0.047,3.9073345,0,,,0.002076149,,0.079400618,0.812
KOI 7216.01,0.0166,0.646527772,0,,,0.001553051,,0.073155626,1.501
KOI 7343.01,0.0127,0.626431679,0,,,1,,7.196907724,0.721
KOI 7345.01,1.0527,377.502629,0,,,0.018760946,,0.211437601,1.018
KOI 7479.01,0.0723,7.1967125,0,,,0.000617237,,0.056204932,0.872
KOI 6297.01,0.0349,2.629870492,0,,,1,,3.293787445,0.967
KOI 6299.01,0.0175,0.947553302,0,,,0.000804986,,0.060665641,0.817
KOI 6301.01,0.2934,50.271712,0,,,0.031149876,,0.281916802,1.278
KOI 6557.01,0.0721,6.6345115,0,,,0.004002722,,0.09545917,1.238
KOI 6559.01,0.0123,0.6397213,0,,,1,,4.19931135,0.625
KOI 6686.01,0.0217,1.25334355,0,,,0.000847046,,0.061557783,1.16
KOI 6687.01,0.0178,1.002591869,0,,,0.001487182,,0.072263484,0.739
KOI 6689.01,0.0434,3.37116067,0,,,0.003619194,,0.092782745,1.163
KOI 6952.01,0.0935,10.6445423,0,,,0.012750682,,0.15077196,1.473
KOI 6954.01,0.0705,6.6136111,0,,,0.00043678,,0.050852081,0.995
KOI 6955.01,,1.7962083,,,,,,,
KOI 6956.01,0.1537,20.2593635,0,,,0.006500393,,0.109733439,1.31
KOI 6957.01,0.0255,1.48062818,0,,,0.001423394,,0.071371342,0.937
KOI 7087.01,0.0213,0.998217608,0,,,1,,7.094311419,1.755
KOI 7088.01,0.0352,2.68807373,0,,,0.002336069,,0.082077044,0.732
KOI 7093.01,0.4418,97.991193,0,,,0.007849274,,0.115978431,1.173
KOI 7220.01,0.0203,1.057080402,0,,,0.001621046,,0.074047768,0.946
KOI 7223.01,0.8353,317.058383,0,,,0.011684873,,0.136497692,0.73
KOI 7224.01,0.1147,13.4959496,0,,,0.012274051,,0.144526968,1.019
KOI 7352.01,0.0369,2.4132866,0,,,0.000278777,,0.044607089,1.13
KOI 7354.01,0.2505,43.2674325,0,,,0.002427819,,0.082969185,1.012
KOI 7358.01,0.0886,11.325212,0,,,0.008914059,,0.12043914,0.727
KOI 7482.01,0.1041,9.762550912,0,,,1,,18.46822695,1.95
KOI 7483.01,0.1188,16.9163386,0,,,0.000804986,,0.060665641,0.81
KOI 7484.01,0.2155,37.0200329,0,,,0.016007683,,0.187349773,0.872
KOI 7489.01,0.0127,0.565712985,0,,,0.001763588,,0.075832051,0.881
KOI 6311.01,0.0883,7.047106313,0,,,1,,10.85201259,2.321
KOI 6563.01,0.1838,20.28277209,0,,,1,,5.094129553,10.098
KOI 6567.01,0.0946,9.584055873,0,,,1,,8.856291431,2.275
KOI 6697.01,,82.97062172,,,,,,,
KOI 6835.01,,22.50053441,,,,,,,
KOI 6960.01,0.0578,4.88698828,0,,,0.005153397,,0.102596304,1.015
KOI 6962.01,0.096,10.8636758,0,,,0.004847813,,0.100812021,0.914
KOI 6966.01,0.0777,8.47485044,0,,,0.006144574,,0.107949155,0.794
KOI 7094.01,,13.56092626,,,,,,,
KOI 7099.01,0.1634,34.0357766,0,,,0.003744218,,0.093674887,0.501
KOI 7226.01,,42.48452259,,,,,,,
KOI 7231.02,0.0593,4.74701479,0,,,1,,1189.53724,1.921
KOI 7359.01,0.0505,4.23748482,0,,,0.018097474,,0.206084751,0.993
KOI 7360.01,0.0548,4.0953585,0,,,0.309727084,,0.69230202,1.7
KOI 7361.01,0.0159,0.92624339,0,,,0.009364182,,0.122223424,0.595
KOI 126.02,,0.87519429,,,,,,,
KOI 1106.03,0.1122,13.2302557,0,,,0.009364182,,0.122223424,1.009
KOI 1110.02,0.0477,3.71841761,0,,,0.00169121,,0.074939909,0.96
KOI 6315.01,0.052,5.32737192,0,,,0.000890697,,0.062449924,0.679
KOI 6318.01,0.0587,5.90260586,0,,,0.007058564,,0.112409864,0.707
KOI 6320.01,0.1488,22.80265,0,,,0.018648154,,0.21054546,3.324
KOI 6449.01,0.1814,29.9315174,0,,,0.012009192,,0.140958401,0.809
KOI 6450.01,0.0139,0.602277579,0,,,0.001301891,,0.069587059,1.228
KOI 6454.01,0.1748,27.2173855,0,,,0.008694217,,0.119546998,1.019
KOI 6568.01,0.0544,6.27649563,0,,,0.000725488,,0.058881357,0.516
KOI 6570.01,0.1505,16.214474,0,,,0.039952103,,0.314926048,2.637
KOI 6574.01,0.0134,0.61810542,0,,,1,,3.525744307,0.949
KOI 6705.01,0.0091,0.99514378,0,,,0.000131004,,0.035685671,0.109
KOI 6707.01,0.2301,43.5356893,0,,,0.015040364,,0.177536214,0.785
KOI 6970.01,0.225,40.7697719,0,,,0.011493518,,0.133821267,0.83
KOI 6971.01,0.4558,129.220949,0,,,0.012140985,,0.142742684,0.789
KOI 7106.01,0.0587,5.01881216,0,,,0.004136256,,0.096351312,1.083
KOI 7109.01,0.0407,3.43109938,0,,,1,,4.080656493,0.969
KOI 7111.01,,23.59919017,,,,,,,
KOI 7235.01,0.8252,299.70688,0,,,0.005153397,,0.102596304,0.76
KOI 7236.01,0.1119,14.461866,0,,,0.0011882,,0.067802775,0.813
KOI 7368.01,0.0678,6.842939,0,,,0.052580943,,0.351503861,0.827
KOI 7370.01,0.0495,4.48538145,0,,,0.002719077,,0.085645611,0.737
KOI 7375.01,0.0484,4.84847917,0,,,0.011749177,,0.137389834,0.647
KOI 7501.01,0.1651,20.71055071,0,,,1,,27.14073717,1.747
KOI 7506.01,0.1043,11.8434652,0,,,0.011050751,,0.128468416,0.999
KOI 1126.02,1.0367,475.95433,0,,,0.01353896,,0.16058552,0.591
KOI 1427.02,0.0467,4.88449286,0,,,0.00169121,,0.074939909,0.558
KOI 1574.04,0.0836,8.9771991,0,,,0.011813753,,0.138281976,1.699
KOI 1602.02,0.0403,3.03358499,0,,,0.001763588,,0.075832051,0.854
KOI 1681.04,0.1092,21.9140546,0,,,0.00124409,,0.068694917,0.346
KOI 1840.02,0.0889,9.38910967,0,,,0.013102581,,0.155232669,1.13
KOI 6326.01,0.1146,14.65801408,0,,,1,,14.80152424,1.626
KOI 6460.01,0.041,2.470284342,0,,,1,,8.759940119,1.662
KOI 6578.01,0.0159,0.759764397,0,,,1,,6.170052537,0.933
KOI 6579.01,0.0371,2.65280772,0,,,0.005971488,,0.107057013,0.923
KOI 6582.01,0.0357,2.43136951,0,,,0.00668317,,0.11062558,0.955
KOI 6849.01,0.0958,12.54476298,0,,,0.010799122,,0.127576274,0.853
KOI 6978.01,0.0406,3.07550437,0,,,0.001423394,,0.071371342,1.029
KOI 6980.01,0.0708,6.29343705,0,,,0.005801589,,0.106164872,1.145
KOI 6983.01,0.0748,7.7026761,0,,,0.00124409,,0.068694917,0.867
KOI 7116.01,0.0359,2.52557212,0,,,0.001134179,,0.066910633,1.242
KOI 7117.01,0.0807,8.2927558,0,,,0.003260699,,0.09010632,0.943
KOI 7117.02,0.1584,22.786522,0,,,0.011305975,,0.129360558,0.943
KOI 7249.01,0.0893,8.9651028,0,,,1,,7.392286773,1.155
KOI 7376.01,0.0232,1.284239576,0,,,0.006144574,,0.107949155,0.919
KOI 7378.01,0.0712,8.7393272,0,,,1,,382.1025393,0.627
KOI 7380.01,0.1138,15.9474242,0,,,0.006144574,,0.107949155,0.877
KOI 7383.01,0.2436,50.0122,0,,,0.005971488,,0.107057013,0.814
KOI 7510.01,0.0608,5.60686209,0,,,0.003377463,,0.090998461,0.856
KOI 1957.02,0.0292,1.75148531,0,,,0.256634539,,0.654832065,1.188
KOI 2050.02,0.0407,3.17799928,0,,,0.012274051,,0.144526968,0.835
KOI 2199.02,0.0394,3.05292881,0,,,0.005471258,,0.104380588,0.788
KOI 2232.02,0.107,12.8349522,0,,,0.011620834,,0.13560555,0.939
KOI 2321.02,0.2201,36.2518395,0,,,0.01182725,,0.131144841,1.102
KOI 2421.02,0.0402,4.02320508,0,,,0.000260226,,0.043714947,0.528
KOI 2439.02,0.0801,7.5017805,0,,,0.00686922,,0.111517722,1.137
KOI 2449.02,0.0186,0.912340414,0,,,0.003744218,,0.093674887,0.941
KOI 6329.01,0.1074,12.4698897,0,,,0.003035391,,0.088322036,1.056
KOI 6331.01,0.0607,5.823024,0,,,0.006144574,,0.107949155,0.802
KOI 6469.01,0.199,34.1883027,0,,,1,,6.609878434,1.345
KOI 6860.01,0.0115,0.57673506,0,,,7.61E-05,,0.03033282,0.619
KOI 6985.01,0.0976,10.9279755,0,,,0.001487182,,0.072263484,0.955
KOI 7124.01,0.2018,35.02656404,0,,,1,,3.04577203,0.813
KOI 7125.01,0.0774,7.9183999,0,,,0.003744218,,0.093674887,1.016
KOI 7252.01,0.0916,10.2170552,0,,,0.006144574,,0.107949155,1.054
KOI 7255.01,,86.95432088,,,,,,,
KOI 7389.01,0.2257,27.5837778,0,,,0.903259967,,0.984032381,7.913
KOI 7520.01,0.0415,3.14734176,0,,,0.000725488,,0.058881357,0.921
KOI 2523.02,0.0368,2.61090672,0,,,0.008477835,,0.118654856,0.871
KOI 2564.02,0.1369,17.6637779,0,,,0.002719077,,0.085645611,1.139
KOI 2623.02,0.0523,4.0266532,0,,,0.000651903,,0.057097074,1.155
KOI 2636.02,0.0592,5.1777226,0,,,0.000617237,,0.056204932,0.979
KOI 283.03,0.0871,9.48814747,0,,,0.001031583,,0.06512635,1.016
KOI 2756.02,0.0583,5.06993245,0,,,0.002336069,,0.082077044,0.937
KOI 6338.01,0.0492,3.471399167,0,,,1,,8.188077239,1.689
KOI 6341.01,,9.78184193,,,,,,,
KOI 6342.01,0.08,8.177112,0,,,0.001301891,,0.069587059,1.209
KOI 6343.01,1.3564,569.45154,0,,,0.0143047,,0.169506938,0.947
KOI 6475.01,0.0419,4.84508835,0,,,0.001487182,,0.072263484,0.4
KOI 6598.01,,10.95210361,,,,,,,
KOI 6600.01,0.0365,2.70581614,0,,,0.000847046,,0.061557783,0.961
KOI 6728.01,0.0221,1.195516531,0,,,1,,6.829345311,1
KOI 6731.01,0.0488,3.84614966,0,,,0.003496951,,0.091890603,0.966
KOI 6733.01,0.0235,1.28942156,0,,,0.000804986,,0.060665641,1.143
KOI 6734.01,1.2449,498.27269,0,,,0.016192339,,0.189134057,0.932
KOI 6862.01,0.0895,11.0495766,0,,,0.001621046,,0.074047768,0.819
KOI 6863.01,0.0299,4.48558383,0,,,0.002821664,,0.086537752,0.2
KOI 6993.01,0.1038,13.8085936,0,,,0.004136256,,0.096351312,0.761
KOI 6994.01,0.0515,4.25907441,0,,,0.001621046,,0.074047768,1.567
KOI 6999.01,0.0186,0.898501322,0,,,1,,8.370966304,1.299
KOI 7127.01,0.017,0.687014326,0,,,0.106228392,,0.492462262,2.803
KOI 7129.01,0.3034,64.1983721,0,,,0.013102581,,0.155232669,1.077
KOI 7133.01,0.3429,82.784677,0,,,0.011684873,,0.136497692,1.047
