NAME,A,Period,Eccentricity,OM,PLANETDISCMETH,Mass,Gravity,R,Rstar
KOI 2628.01,0.0275,1.68189002,0,,,0.002927085,,0.087429894,1.035
KOI 2631.01,0.2438,44.9977478,0,,,0.012093321,,0.132036983,1.168
KOI 2632.01,0.0781,7.12811928,0,,,0.003619194,,0.092782745,1.529
KOI 2404.01,0.0318,2.10082411,0,,,0.00668317,,0.11062558,0.918
KOI 2406.01,0.0738,7.01075434,0,,,0.011943753,,0.140066259,1.033
KOI 2407.01,0.1323,17.2923453,0,,,0.009137375,,0.121331282,0.959
KOI 2408.01,0.3816,94.2887577,0,,,0.016570274,,0.192702624,0.901
KOI 2477.01,0.116,14.02635723,0,,,0.018425248,,0.208761176,1.131
KOI 2479.01,0.166,25.5434289,0,,,0.014464161,,0.171291221,1.677
KOI 2481.01,0.2402,33.8542586,0,,,1,,1.423858278,10.472
KOI 2482.01,0.2478,45.0904643,0,,,0.013992273,,0.165938371,0.9
KOI 2483.01,0.1078,15.0540329,0,,,0.007251222,,0.113302006,0.818
KOI 2840.01,0.043,3.67934645,0,,,0.001361645,,0.0704792,0.848
KOI 2840.02,0.0688,7.446473,0,,,0.001081987,,0.066018492,0.848
KOI 2841.01,0.557,159.388051,0,,,0.021349894,,0.230172579,0.812
KOI 2919.01,0.036,2.522588632,0,,,1,,2.067984642,0.86
KOI 2920.01,0.0699,6.73972381,0,,,0.004272681,,0.097243454,0.933
KOI 276.01,0.2412,41.74600392,0,,,0.019338605,,0.21589831,1.185
KOI 2703.01,0.6085,213.257663,0,,,0.025376996,,0.254260407,0.637
KOI 2705.01,0.0256,2.886762645,0,,,0.000764479,,0.059773499,0.266
KOI 2764.01,0.028,2.2529737,0,,,0.006500393,,0.109733439,0.55
KOI 2845.01,0.022,1.574090272,0,,,0.001763588,,0.075832051,0.546
KOI 2848.01,0.1241,13.7872576,0,,,0.013102581,,0.155232669,1.961
KOI 2849.01,0.0646,5.95960845,0,,,0.003146633,,0.089214178,0.9
KOI 2921.01,0.1196,16.6146255,0,,,0.012363026,,0.132929125,0.8
KOI 2923.01,0.06,5.83892283,0,,,0.006144574,,0.107949155,0.762
KOI 2924.01,0.031,2.279526656,0,,,0.002427819,,0.082969185,0.797
KOI 2926.01,0.085,12.2854603,0,,,0.017260585,,0.198947617,0.523
KOI 2926.02,0.05,5.53608151,0,,,0.014789883,,0.174859789,0.523
KOI 2706.01,0.0465,3.097587634,0,,,0.01353896,,0.16058552,1.9
KOI 2708.01,0.0164,0.868386528,0,,,0.012890228,,0.152556244,0.729
KOI 2770.01,0.5878,205.38445,0,,,0.018097474,,0.206084751,0.631
KOI 2851.01,0.0433,3.42063861,0,,,0.013613292,,0.161477662,0.906
KOI 2851.02,0.022,1.239355549,0,,,0.004554309,,0.099027737,0.906
KOI 2852.01,0.0153,0.675649486,0,,,0.011050751,,0.128468416,0.961
KOI 2853.01,0.0231,1.407019914,0,,,0.004999083,,0.101704163,0.83
KOI 2927.01,0.1702,24.4360041,0,,,0.018989247,,0.213221885,1.035
KOI 2775.01,0.1239,17.57706436,0,,,0.018425248,,0.208761176,0.901
KOI 2855.01,0.0233,1.400752463,0,,,0.002821664,,0.086537752,0.791
KOI 2856.01,0.1741,25.873148,0,,,0.027819595,,0.266750392,1.093
KOI 2857.01,0.1563,20.2641684,0,,,0.013318756,,0.157909095,1.276
KOI 2857.02,0.0801,7.44142113,0,,,0.005971488,,0.107057013,1.276
KOI 2931.01,0.3825,99.2530951,0,,,0.013318756,,0.157909095,0.754
KOI 2933.01,0.4099,119.0839741,0,,,1,,5.959507078,0.63
KOI 2935.01,0.1832,27.8800341,0,,,0.011749177,,0.137389834,1.055
KOI 2936.01,0.0647,6.48021673,0,,,0.002336069,,0.082077044,0.789
KOI 2712.01,0.0789,7.50784391,0,,,0.01240845,,0.146311252,1.32
KOI 2715.01,0.0882,11.12830484,0,,,0.184756128,,0.591489999,0.706
KOI 2778.01,0.0313,2.215710358,0,,,0.01240845,,0.146311252,0.901
KOI 2779.01,0.2039,34.4584231,0,,,0.015210412,,0.179320497,0.851
KOI 2780.01,0.0449,3.35183158,0,,,0.016099658,,0.188241915,1.009
KOI 268.01,0.4835,110.3782896,0,,,0.028566058,,0.270318959,1.366
KOI 2859.01,0.0393,3.4462039,0,,,0.000651903,,0.057097074,0.721
KOI 2859.02,0.0274,2.00541269,0,,,0.000340214,,0.047283514,0.721
KOI 2859.03,0.0455,4.28884513,0,,,0.00043678,,0.050852081,0.721
KOI 2862.01,0.1318,24.575302,0,,,0.013465098,,0.159693378,0.494
KOI 2946.01,0.1189,15.1410397,0,,,0.015470226,,0.181996923,0.887
KOI 2948.01,0.1015,11.39170568,0,,,0.004847813,,0.100812021,1.657
KOI 2949.01,0.0974,10.1749173,0,,,0.009364182,,0.122223424,1.782
KOI 2951.01,0.0344,2.44357812,0,,,0.000890697,,0.062449924,0.825
KOI 2715.02,0.0302,2.226491086,0,,,0.033309572,,0.29083822,0.706
KOI 2715.03,0.0566,5.72087524,0,,,0.029530812,,0.274779668,0.706
KOI 2716.01,0.0183,0.962867382,0,,,0.012093321,,0.132036983,0.802
KOI 2716.02,0.0651,6.46008273,0,,,0.01240845,,0.146311252,0.802
KOI 2785.01,0.0568,4.7683049,0,,,0.013465098,,0.159693378,1.116
KOI 2786.01,0.2638,44.6169557,0,,,0.016666598,,0.193594766,1.424
KOI 2789.01,0.044,3.40165668,0,,,0.005801589,,0.106164872,0.906
KOI 2790.01,0.104,14.00947528,0,,,0.003035391,,0.088322036,0.767
KOI 2865.01,0.024,1.311555568,0,,,0.007058564,,0.112409864,0.963
KOI 2866.01,0.0239,1.29123275,0,,,0.001915167,,0.077616335,1.033
KOI 273.01,0.0964,10.57375703,0,,,0.013992273,,0.165938371,1.081
KOI 2961.01,0.0519,3.78470649,0,,,0.005634853,,0.10527273,1.95
KOI 2962.01,0.034,2.17291192,0,,,0.002821664,,0.086537752,1.045
KOI 2963.01,0.1397,18.2206421,0,,,0.012476169,,0.147203393,1.031
KOI 2963.02,0.0763,7.35099992,0,,,0.004412023,,0.098135596,1.031
KOI 2964.01,0.2451,47.449955,0,,,0.009364182,,0.122223424,0.911
KOI 2717.01,0.0195,0.929906678,0,,,0.011050751,,0.128468416,1.335
KOI 2719.01,0.0466,4.115844679,0,,,0.012890228,,0.152556244,0.823
KOI 2720.01,0.073,6.57158198,0,,,0.005971488,,0.107057013,1.55
KOI 2721.01,0.2039,33.8786838,0,,,0.024094157,,0.247123273,0.884
KOI 2791.01,0.1716,27.5722742,0,,,0.012093321,,0.132036983,0.801
KOI 2792.01,0.0338,2.12823928,0,,,0.000847046,,0.061557783,1.36
KOI 2797.01,0.019,0.86811809,0,,,0.01353896,,0.16058552,1.108
KOI 2867.02,0.1298,18.938551,0,,,7.61E-05,,0.03033282,0.778
KOI 2868.01,0.0918,10.65276707,0,,,0.018989247,,0.213221885,0.827
KOI 2869.01,0.0445,3.3004192,0,,,0.006144574,,0.107949155,1.207
KOI 2942.01,0.1097,13.84303063,0,,,0.016666598,,0.193594766,0.833
KOI 2942.02,0.1595,24.2762373,0,,,0.017568233,,0.201624042,0.833
KOI 2943.01,0.2796,54.4092333,0,,,0.009137375,,0.121331282,0.892
KOI 2945.01,0.1415,19.94752664,0,,,0.025878774,,0.256936832,0.854
KOI 269.01,0.1474,18.01167665,0,,,0.013174204,,0.156124811,1.447
KOI 2798.01,0.0156,0.916140768,0,,,0.000521316,,0.053528507,0.614
KOI 2801.01,0.0776,6.99205491,0,,,0.00686922,,0.111517722,2.166
KOI 2871.01,0.1015,12.09997831,0,,,0.004699564,,0.099919879,0.856
KOI 2871.02,0.059,5.36374214,0,,,0.002619273,,0.084753469,0.856
KOI 2956.01,0.0536,3.93766373,0,,,0.001134179,,0.066910633,1.525
KOI 2958.01,0.2013,31.6083858,0,,,0.014625869,,0.173075505,1.033
KOI 2959.01,0.1012,16.1560143,0,,,1,,2.699621021,0.53
KOI 279.01,0.2004,28.45492088,0,,,0.123122883,,0.529040074,1.57
KOI 2723.01,0.0308,1.952710064,0,,,0.014872775,,0.17575193,0.946
KOI 2725.01,0.0147,0.587471324,0,,,1,,2.166120237,2.667
KOI 2802.01,0.0514,3.8482213,0,,,0.013102581,,0.155232669,1.144
KOI 2803.01,0.0337,2.37752807,0,,,0.00024259,,0.042822805,0.821
KOI 2805.01,0.03,1.877882748,0,,,0.001487182,,0.072263484,1.133
KOI 2807.01,0.0455,3.37571832,0,,,1,,6.034446987,1.224
KOI 41.03,0.2163,35.3330866,0,,,0.011493518,,0.133821267,1.49
KOI 274.01,0.1263,15.08960174,0,,,0.010799122,,0.127576274,1.659
KOI 2877.01,0.0598,5.30880656,0,,,0.004002722,,0.09545917,0.955
KOI 2878.01,0.0426,3.89523349,0,,,0.001838225,,0.076724193,0.627
KOI 2880.01,0.0153,0.740928422,0,,,0.008264895,,0.117762715,0.874
KOI 2882.01,0.3029,75.8580337,0,,,0.023182941,,0.241770422,0.614
KOI 2967.01,0.2073,37.3037619,0,,,0.021484309,,0.231064721,0.817
KOI 2968.01,0.0918,10.16430077,0,,,0.001134179,,0.066910633,1.198
KOI 2729.01,0.1186,14.88801098,0,,,0.0143047,,0.169506938,1.116
KOI 2730.01,0.0535,4.52158888,0,,,0.002522204,,0.083861327,0.911
KOI 270.01,0.1047,12.5822799,0,,,0.011943753,,0.140066259,1.467
KOI 2883.01,0.0885,11.95398936,0,,,0.01637985,,0.190918341,0.659
KOI 2886.01,0.0171,0.881841146,0,,,0.007447214,,0.114194148,0.778
KOI 2675.01,0.0575,5.448325286,0,,,0.01353896,,0.16058552,0.782
KOI 2675.02,0.02,1.116128999,0,,,0.00169121,,0.074939909,0.782
KOI 2677.01,0.7637,237.7872077,0,,,0.116793172,,0.515657948,1.123
KOI 2678.01,0.0454,3.833091178,0,,,0.040767849,,0.317602473,1.671
KOI 2733.01,0.0608,5.62005172,0,,,0.020693606,,0.22571187,1.826
KOI 2734.01,0.0465,3.82590987,0,,,0.022172589,,0.235525429,0.885
KOI 2735.01,0.0128,0.558841307,0,,,0.009828326,,0.124007707,0.798
KOI 2736.01,0.0747,9.33646594,0,,,0.015558127,,0.182889065,0.648
KOI 2812.01,0.3522,76.613377,0,,,0.020062935,,0.221251161,1.021
KOI 2813.01,0.0131,0.698461548,0,,,0.001031583,,0.06512635,0.624
KOI 2815.01,0.0247,1.545392765,0,,,0.000491918,,0.052636365,0.776
KOI 2816.01,0.0224,1.289588112,0,,,0.009828326,,0.124007707,0.809
KOI 2817.01,0.0136,0.634002937,0,,,0.011305975,,0.129360558,0.752
KOI 274.02,0.1664,22.8029808,0,,,0.010551077,,0.126684132,1.659
KOI 2890.01,0.0845,8.98825111,0,,,0.005471258,,0.104380588,0.906
KOI 2679.01,0.477,110.7557326,0,,,1,,1.122314357,1.155
KOI 2680.01,0.1073,14.40792604,0,,,0.103081289,,0.485325127,0.733
KOI 2739.01,0.0933,10.10769068,0,,,0.0129606,,0.153448386,0.96
KOI 2739.02,0.0737,7.09559216,0,,,0.003260699,,0.09010632,0.96
KOI 270.02,0.2018,33.67276962,0,,,0.014225792,,0.168614796,1.467
KOI 2820.01,0.039,3.0091324,0,,,0.004699564,,0.099919879,0.797
KOI 2821.01,0.3479,79.2455988,0,,,0.051543457,,0.348827435,0.917
KOI 2822.01,0.0521,4.44588291,0,,,0.014789883,,0.174859789,0.863
KOI 2894.01,0.0917,10.3108245,0,,,0.008694217,,0.119546998,0.893
KOI 2683.01,0.4717,126.4465454,0,,,0.075938526,,0.418414494,0.804
KOI 2686.01,0.6108,211.0338741,0,,,0.044493724,,0.329200316,0.661
KOI 2687.01,0.0302,1.716831717,0,,,0.011943753,,0.140066259,2.014
KOI 2743.01,0.0937,11.87456832,0,,,0.004999083,,0.101704163,0.757
KOI 2744.01,0.4277,109.6471842,0,,,0.019817626,,0.219466877,0.797
KOI 2745.01,0.1229,15.64591713,0,,,0.018097474,,0.206084751,0.916
KOI 2827.01,0.0656,7.06317341,0,,,0.005310781,,0.103488446,0.818
KOI 2897.01,0.0136,0.584310405,0,,,1,,2.352577869,0.88
KOI 2898.01,0.1728,25.3842686,0,,,0.019221221,,0.215006169,0.994
KOI 2899.01,0.0625,5.77207901,0,,,0.012207355,,0.143634826,0.86
KOI 2900.01,0.2261,46.1511567,0,,,0.01831512,,0.207869034,0.769
KOI 2687.02,0.0854,8.16735028,0,,,0.015735915,,0.184673348,2.014
KOI 2688.01,0.0504,5.424749281,0,,,0.093931876,,0.463913725,0.592
KOI 2689.01,0.5468,165.3450738,0,,,1,,280.8346339,0.812
KOI 2747.01,0.0615,6.26406846,0,,,0.012207355,,0.143634826,0.817
KOI 2748.01,0.157,23.198681,0,,,0.007849274,,0.115978431,0.864
KOI 2748.02,0.0621,5.77721211,0,,,0.003496951,,0.091890603,0.864
KOI 2828.01,0.2769,59.4970952,0,,,0.03286523,,0.289053936,0.833
KOI 2829.01,0.095,10.61345435,0,,,0.008264895,,0.117762715,1.064
KOI 2830.01,0.248,40.5286413,0,,,0.016960108,,0.196271191,1.155
KOI 2904.01,0.1307,16.3583055,0,,,0.004136256,,0.096351312,1.007
KOI 2906.01,0.1107,13.9093583,0,,,0.005310781,,0.103488446,1.194
KOI 2691.01,0.3725,97.4467732,0,,,0.03836867,,0.309573197,0.688
KOI 2692.01,0.0215,1.257688763,0,,,0.021619794,,0.231956862,0.792
KOI 2693.03,0.0626,6.83437001,0,,,0.001763588,,0.075832051,0.659
KOI 2750.01,0.6592,174.639617,0,,,0.12526169,,0.585245006,1.167
KOI 2751.01,0.1441,24.4002549,0,,,0.019338605,,0.21589831,0.674
KOI 2753.01,0.0188,0.935118057,0,,,0.002336069,,0.082077044,1.095
KOI 2832.01,0.0431,3.57554956,0,,,0.003146633,,0.089214178,0.917
KOI 2833.01,0.0303,1.791876873,0,,,0.00686922,,0.111517722,1.815
KOI 2834.01,0.46,136.205626,0,,,0.01945693,,0.216790452,0.688
KOI 2835.01,0.054,6.30923438,0,,,0.010799122,,0.127576274,0.53
KOI 2836.01,0.0363,2.94194094,0,,,0.007646558,,0.115086289,0.758
KOI 2906.02,0.5303,145.888689,0,,,0.01234108,,0.14541911,1.194
KOI 2910.01,0.1126,15.36262753,0,,,0.017059483,,0.197163333,0.851
KOI 2694.01,0.0163,0.84338011,0,,,0.011943753,,0.140066259,0.856
KOI 2694.02,0.064,6.56606842,0,,,0.0129606,,0.153448386,0.856
KOI 2695.01,0.0333,2.503431903,0,,,1,,7.829436245,0.84
KOI 2696.01,0.4615,96.4561033,0,,,0.107820211,,0.496030829,1.666
KOI 2696.02,0.2758,44.5645251,0,,,0.036354675,,0.302436063,1.666
KOI 2754.01,0.0233,1.341555127,0,,,0.004136256,,0.096351312,1.407
KOI 2755.01,0.0791,8.48293296,0,,,0.00169121,,0.074939909,0.999
KOI 2756.01,0.0151,0.665026916,0,,,0.002927085,,0.087429894,0.937
KOI 2757.01,0.7143,234.635379,0,,,0.020438317,,0.223927586,0.831
KOI 2758.01,1.0077,253.355007,0,,,1,,2.266932258,5.949
KOI 2837.01,0.1231,13.32196237,0,,,0.014625869,,0.173075505,1.582
KOI 2838.01,0.0768,7.69993485,0,,,0.001361645,,0.0704792,0.921
KOI 2838.02,0.0558,4.77468005,0,,,0.000725488,,0.058881357,0.921
KOI 2839.01,0.0269,2.164570968,0,,,0.007447214,,0.114194148,0.54
KOI 2913.01,0.039,2.88879862,0,,,0.000386299,,0.049067798,0.854
KOI 2914.01,0.1581,21.1181538,0,,,0.011749177,,0.137389834,1.525
KOI 2915.01,0.0576,5.06093645,0,,,0.004002722,,0.09545917,1.236
KOI 2698.01,0.3793,87.9732136,0,,,0.023035182,,0.24087828,0.848
KOI 2699.01,0.0129,0.568874427,0,,,0.011557051,,0.134713408,0.79
KOI 2700.01,0.015,0.910020015,0,,,0.017672412,,0.202516184,0.54
KOI 2759.01,0.0189,1.078084397,0,,,0.003035391,,0.088322036,0.809
KOI 2760.01,0.2523,56.5735997,0,,,0.016861507,,0.195379049,0.639
KOI 265.01,0.0475,3.568096926,0,,,0.006320868,,0.108841297,1.213
KOI 2762.01,0.4516,132.9968322,0,,,0.023035182,,0.24087828,0.657
KOI 302.01,0.1887,24.85462415,0,,,0.085573692,,0.443394464,1.744
KOI 303.01,0.288,60.92832271,0,,,0.025710234,,0.25604469,1.063
KOI 304.01,0.0861,8.512035877,0,,,0.065960323,,0.390758099,1.825
KOI 361.01,0.0432,3.247555219,0,,,0.008694217,,0.119546998,0.937
KOI 3007.01,0.0983,11.19164311,0,,,0.005971488,,0.107057013,0.916
KOI 3008.01,0.0417,2.99793191,0,,,0.00169121,,0.074939909,1.236
KOI 3010.01,0.247,60.866168,0,,,0.011878609,,0.139174117,0.523
KOI 3086.01,0.574,174.732103,0,,,0.023481953,,0.243554705,0.759
KOI 3088.01,0.0459,3.48412534,0,,,0.009828326,,0.124007707,0.975
KOI 285.01,0.1194,13.7488263,0,,,0.041320721,,0.319386757,1.703
KOI 3089.01,0.0167,0.85854531,0,,,0.009137375,,0.121331282,0.864
KOI 304.02,0.0645,5.5181712,0,,,0.003744218,,0.093674887,1.825
KOI 306.01,0.1599,24.3078946,0,,,0.016099658,,0.188241915,0.814
KOI 307.01,0.1487,19.67416124,0,,,0.011943753,,0.140066259,1.03
KOI 46.01,0.0468,3.487689428,0,,,0.065341376,,0.388973815,1.208
KOI 365.01,0.353,81.73780699,0,,,0.016285734,,0.190026199,0.85
KOI 366.01,0.4156,75.11221874,0,,,1,,2.078690343,3.354
KOI 367.01,0.1986,31.57865934,0,,,0.068782761,,0.398787375,0.979
KOI 3013.01,0.0466,3.765613537,0,,,0.009137375,,0.121331282,0.854
KOI 3014.01,0.3998,86.1150888,0,,,0.03286523,,0.289053936,1.064
KOI 3015.01,0.0439,3.6146051,0,,,0.000551979,,0.054420648,0.899
KOI 3017.01,0.0338,2.46288711,0,,,0.000725488,,0.058881357,0.967
KOI 3090.01,0.0389,3.82222231,0,,,0.003377463,,0.090998461,0.53
KOI 3091.01,0.1327,17.0675877,0,,,0.0133917,,0.158801237,1.012
KOI 3093.01,0.1781,29.6091744,0,,,0.002160282,,0.08029276,0.785
KOI 307.02,0.0613,5.21104261,0,,,0.003744218,,0.093674887,1.03
KOI 308.01,0.2193,35.59713982,0,,,0.027636435,,0.26585825,1.1
KOI 370.01,0.2627,42.88232415,0,,,0.048867767,,0.341690301,1.85
KOI 370.02,0.1732,22.95068896,0,,,0.016960108,,0.196271191,1.85
KOI 371.01,1.4223,498.39114,0,,,1,,1.728078624,3.207
KOI 372.01,0.4899,125.6288762,0,,,0.223327018,,0.713713422,0.897
KOI 3019.01,0.0497,4.17938195,0,,,0.012140985,,0.142742684,1.155
KOI 3020.01,0.0952,10.91917313,0,,,0.005153397,,0.102596304,1.181
KOI 3022.01,0.0385,2.76263462,0,,,0.007058564,,0.112409864,0.901
KOI 285.02,0.186,26.72320599,0,,,0.018760946,,0.211437601,1.703
KOI 314.01,0.0905,13.78109344,0,,,0.008477835,,0.118654856,0.5
KOI 314.02,0.1277,23.08901839,0,,,0.011620834,,0.13560555,0.5
KOI 373.01,0.4756,135.1878234,0,,,0.02031219,,0.223035445,0.989
KOI 374.01,0.5866,172.7049784,0,,,0.030531653,,0.279240377,1.25
KOI 375.01,2.0091,988.8811177,0,,,0.783294398,,0.964405262,1.549
KOI 3022.02,0.0576,5.05366499,0,,,0.006500393,,0.109733439,0.901
KOI 3025.01,0.1066,13.1829642,0,,,0.014464161,,0.171291221,0.827
KOI 3026.01,0.0426,3.51576315,0,,,0.011050751,,0.128468416,0.901
KOI 3101.01,0.1187,14.2563227,0,,,0.011620834,,0.13560555,1.024
KOI 3105.01,0.0453,4.2123434,0,,,0.001361645,,0.0704792,0.7
KOI 3106.01,0.0196,0.968972376,0,,,0.004272681,,0.097243454,1.007
KOI 315.01,0.1855,35.58355458,0,,,0.017989941,,0.205192609,0.688
KOI 316.03,0.0748,7.305699922,0,,,0.014707584,,0.173967647,1.2
KOI 64.01,0.0331,1.95108234,0,,,1,,0.91801389,2.437
KOI 379.02,0.1706,23.1376622,0,,,0.014872775,,0.17575193,1.594
KOI 3027.01,0.0617,6.0703203,0,,,0.010306604,,0.125791991,0.78
KOI 3029.01,0.133,18.9762163,0,,,0.014625869,,0.173075505,0.966
KOI 3029.02,0.0641,6.34728429,0,,,0.01182725,,0.131144841,0.966
KOI 3108.01,0.0738,7.36272058,0,,,0.014069587,,0.166830513,0.894
KOI 3109.01,0.0995,10.67607169,0,,,0.014707584,,0.173967647,1.622
KOI 3110.01,0.0549,4.48487493,0,,,0.005801589,,0.106164872,1.033
KOI 3111.01,0.1016,10.76798991,0,,,0.01240845,,0.146311252,1.984
KOI 3111.02,0.0553,4.32849536,0,,,0.00686922,,0.111517722,1.984
KOI 285.03,0.2801,49.3568849,0,,,0.015040364,,0.177536214,1.703
KOI 317.01,0.1655,22.20813214,0,,,0.04509517,,0.3309846,1.699
KOI 318.01,0.2425,38.58422849,0,,,0.078291827,,0.424659486,1.35
KOI 319.01,0.2759,46.1511692,0,,,0.704993218,,0.94834671,2.064
KOI 5.01,0.0577,4.780327766,0,,,0.22693327,,0.630744237,1.747
KOI 3031.01,0.0748,7.64807008,0,,,0.006320868,,0.108841297,0.857
KOI 3032.01,0.0144,0.63642408,0,,,0.008477835,,0.118654856,0.885
KOI 3034.01,0.1576,31.020851,0,,,0.014464161,,0.171291221,0.523
KOI 3035.01,0.1528,21.3419702,0,,,0.012750682,,0.15077196,1.314
KOI 3112.01,0.0308,2.11889425,0,,,0.011557051,,0.134713408,0.794
KOI 3113.01,0.0304,2.46050993,0,,,0.003496951,,0.091890603,0.634
KOI 3114.01,0.0744,7.49134125,0,,,0.000491918,,0.052636365,0.976
KOI 3115.01,0.0648,5.86601526,0,,,0.011564805,,0.1302527,1.04
KOI 3116.01,0.167,23.9109011,0,,,0.017159639,,0.198055475,1.122
KOI 48.01,0.1662,23.83680534,0,,,1,,18.56636254,1.94
KOI 323.01,0.0621,5.835983111,0,,,0.01454473,,0.172183363,0.836
KOI 384.01,0.0584,5.08005848,0,,,0.014464161,,0.171291221,1.19
KOI 385.01,0.1074,13.14497566,0,,,0.01353896,,0.16058552,1.001
KOI 3037.01,0.0588,5.46542874,0,,,0.007849274,,0.115978431,0.827
KOI 3038.01,0.0248,1.49514952,0,,,0.001838225,,0.076724193,1.166
KOI 3039.01,0.1431,20.3505213,0,,,0.003146633,,0.089214178,1.002
KOI 3117.01,0.0633,6.06671508,0,,,0.005801589,,0.106164872,1.344
KOI 3119.01,0.0212,2.184435501,0,,,0.007058564,,0.112409864,0.277
KOI 3120.01,0.0523,4.13592271,0,,,0.008477835,,0.118654856,1.045
KOI 3122.01,0.0803,8.05333618,0,,,0.001838225,,0.076724193,1.439
KOI 3123.01,0.1228,15.2311831,0,,,0.013465098,,0.159693378,0.992
KOI 326.01,0.0991,8.97347856,0,,,1,,3.127849074,11.536
KOI 326.02,0.5219,108.540322,0,,,1,,3.014547068,11.536
KOI 387.01,0.098,13.89961966,0,,,0.01945693,,0.216790452,0.663
KOI 388.01,0.0674,6.14955299,0,,,0.03836867,,0.309573197,1.775
KOI 3040.01,0.0562,4.80999283,0,,,0.012476169,,0.147203393,0.934
KOI 3041.01,0.0582,5.08287001,0,,,0.006144574,,0.107949155,1.083
KOI 3042.01,0.1964,31.0255794,0,,,0.014707584,,0.173967647,0.969
KOI 3043.01,0.0408,3.08941419,0,,,0.001553051,,0.073155626,0.856
KOI 3045.01,0.2529,44.8698382,0,,,0.022743116,,0.239093997,0.996
KOI 3125.01,0.0568,4.45343281,0,,,0.002522204,,0.083861327,1.339
KOI 3127.01,0.0881,9.705716,0,,,0.007058564,,0.112409864,1.048
KOI 3128.01,0.1516,21.2360486,0,,,0.009137375,,0.121331282,1.281
KOI 49.01,0.0821,8.313783059,0,,,0.022888576,,0.239986138,0.951
KOI 330.01,0.079,7.97419807,0,,,0.016570274,,0.192702624,1.251
KOI 330.02,0.0302,1.88897906,0,,,0.003496951,,0.091890603,1.251
KOI 331.01,0.1387,18.68404933,0,,,0.043023407,,0.324739607,1.592
KOI 393.01,0.1611,21.41616926,0,,,0.015296376,,0.180212639,1.137
KOI 396.01,0.1167,14.59150723,0,,,1,,43.41340321,1.312
KOI 397.01,0.182,27.67768008,0,,,1,,1.907399122,0.969
KOI 3048.01,0.0526,4.73292085,0,,,0.003496951,,0.091890603,0.79
KOI 3049.01,0.1309,22.4764425,0,,,0.008264895,,0.117762715,0.568
KOI 3050.01,0.022,1.242640863,0,,,0.004999083,,0.101704163,0.819
KOI 3130.01,0.1076,14.86386959,0,,,0.339200499,,0.807388309,0.8
KOI 3130.02,0.0565,5.65243986,0,,,0.001994459,,0.078508476,0.8
KOI 3131.01,0.0954,10.9295461,0,,,0.008264895,,0.117762715,0.871
KOI 332.01,0.0632,5.458498316,0,,,0.016763673,,0.194486908,1.259
KOI 333.01,0.1142,13.28535633,0,,,0.016763673,,0.194486908,1.104
KOI 279.02,0.1332,15.41308581,0,,,0.020187066,,0.222143303,1.57
KOI 2970.01,0.0588,4.82052932,0,,,0.00169121,,0.074939909,1.31
KOI 2971.01,0.0663,6.0960013,0,,,0.001763588,,0.075832051,1.028
KOI 2972.01,0.1102,13.2512227,0,,,0.012612683,,0.148987677,0.976
KOI 3051.01,0.0998,11.682369,0,,,0.011305975,,0.129360558,0.889
KOI 3052.01,0.0859,10.12960534,0,,,0.002336069,,0.082077044,0.946
KOI 3052.02,0.1146,15.611223,0,,,0.002246906,,0.081184902,0.946
KOI 3053.01,0.2391,42.5215895,0,,,0.021619794,,0.231956862,0.914
KOI 3056.01,0.0669,6.69960006,0,,,0.008264895,,0.117762715,0.794
KOI 3136.01,0.0306,2.39162484,0,,,0.002719077,,0.085645611,0.685
KOI 3140.01,0.0536,5.68882689,0,,,0.003146633,,0.089214178,0.639
KOI 3141.01,0.033,2.31942009,0,,,0.001838225,,0.076724193,0.848
KOI 337.01,0.1441,19.78297415,0,,,0.013688102,,0.162369804,0.931
KOI 51.01,0.0936,10.43114796,0,,,1,,4.441081771,1
KOI 339.01,0.0306,1.980357663,0,,,0.011493518,,0.133821267,0.886
KOI 339.02,0.1065,12.8345022,0,,,0.011943753,,0.140066259,0.886
KOI 2976.01,0.1344,21.61319434,0,,,0.027819595,,0.266750392,0.631
KOI 2977.01,0.039,2.78815679,0,,,0.00124409,,0.068694917,0.981
KOI 2977.02,0.0508,4.13827595,0,,,0.00169121,,0.074939909,0.981
KOI 3142.01,0.1972,27.9431634,0,,,0.020062935,,0.221251161,1.241
KOI 3144.01,0.0579,8.07392849,0,,,0.007849274,,0.115978431,0.38
KOI 3145.01,0.0488,4.53700111,0,,,0.011943753,,0.140066259,0.713
KOI 3145.02,0.0175,0.977310396,0,,,0.005153397,,0.102596304,0.713
KOI 3146.01,0.2245,39.859484,0,,,0.009828326,,0.124007707,1.073
KOI 341.01,0.0701,7.170732075,0,,,0.028004129,,0.267642533,0.946
KOI 341.02,0.0529,4.699653236,0,,,0.016861507,,0.195379049,0.946
KOI 280.01,0.103,11.87290083,0,,,0.014625869,,0.173075505,1.042
KOI 2980.01,0.0276,1.638653058,0,,,0.00805538,,0.116870573,0.981
KOI 2981.01,0.0771,9.06689421,0,,,0.01234108,,0.14541911,0.789
KOI 2982.01,0.0474,4.022309329,0,,,0.00805538,,0.116870573,0.818
KOI 3060.01,0.0749,6.9131112,0,,,0.000935977,,0.063342066,1.151
KOI 3061.01,0.0685,7.32849062,0,,,1,,7.89723902,0.853
KOI 3063.01,0.1505,18.6051942,0,,,0.016099658,,0.188241915,1.298
